Comunidades y Ciudades Autónomas;Sexo;Características demográficas;Tipo de uso de TIC;Total
Total Nacional;Mujeres;Edad: De 45 a 54 años;Total Personas;3.772.241
Total Nacional;Mujeres;Edad: De 45 a 54 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,9
Total Nacional;Mujeres;Edad: De 45 a 54 años;Personas que han utilizado Internet en los últimos 3 meses;97,7
Total Nacional;Mujeres;Edad: De 45 a 54 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;95,9
Total Nacional;Mujeres;Edad: De 45 a 54 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);86,9
Total Nacional;Mujeres;Edad: De 45 a 54 años;Personas que han comprado a través de Internet en los últimos 3 meses;54,8
Total Nacional;Mujeres;Edad: De 55 a 64 años;Total Personas;3.238.409
Total Nacional;Mujeres;Edad: De 55 a 64 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,4
Total Nacional;Mujeres;Edad: De 55 a 64 años;Personas que han utilizado Internet en los últimos 3 meses;90,3
Total Nacional;Mujeres;Edad: De 55 a 64 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;87,0
Total Nacional;Mujeres;Edad: De 55 a 64 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);75,5
Total Nacional;Mujeres;Edad: De 55 a 64 años;Personas que han comprado a través de Internet en los últimos 3 meses;36,9
Total Nacional;Mujeres;Edad: De 65 a 74 años;Total Personas;2.456.637
Total Nacional;Mujeres;Edad: De 65 a 74 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;94,1
Total Nacional;Mujeres;Edad: De 65 a 74 años;Personas que han utilizado Internet en los últimos 3 meses;68,9
Total Nacional;Mujeres;Edad: De 65 a 74 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;64,4
Total Nacional;Mujeres;Edad: De 65 a 74 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);51,1
Total Nacional;Mujeres;Edad: De 65 a 74 años;Personas que han comprado a través de Internet en los últimos 3 meses;16,8
Total Nacional;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Total Personas;7.543.405
Total Nacional;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,2
Total Nacional;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet en los últimos 3 meses;94,2
Total Nacional;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;92,8
Total Nacional;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);85,8
Total Nacional;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han comprado a través de Internet en los últimos 3 meses;53,6
Total Nacional;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Total Personas;2.294.250
Total Nacional;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,4
Total Nacional;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;94,9
Total Nacional;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;93,7
Total Nacional;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);87,1
Total Nacional;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;55,7
Total Nacional;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Total Personas;2.837.160
Total Nacional;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,7
Total Nacional;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;92,4
Total Nacional;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;90,6
Total Nacional;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);82,1
Total Nacional;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;52,1
Total Nacional;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Total Personas;1.820.529
Total Nacional;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,7
Total Nacional;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;91,5
Total Nacional;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;88,3
Total Nacional;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);79,5
Total Nacional;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;50,2
Total Nacional;Mujeres;Hábitat: Menos de 10.000 habitantes;Total Personas;3.270.310
Total Nacional;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,2
Total Nacional;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;91,2
Total Nacional;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;88,8
Total Nacional;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);80,5
Total Nacional;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;54,0
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Total Personas;1.650.133
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,8
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet en los últimos 3 meses;86,3
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;83,4
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);73,6
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han comprado a través de Internet en los últimos 3 meses;39,0
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Total Personas;5.260.766
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,5
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet en los últimos 3 meses;87,9
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;85,5
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);75,5
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;42,6
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Total Personas;5.198.679
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,1
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet en los últimos 3 meses;94,9
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;93,5
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);86,3
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;58,2
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Total Personas;4.090.477
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,9
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet en los últimos 3 meses;98,6
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;97,7
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);92,9
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;66,9
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Total Personas;1.565.599
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,3
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet en los últimos 3 meses;98,1
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;95,9
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);89,8
Total Nacional;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han comprado a través de Internet en los últimos 3 meses;53,2
Andalucía;Ambos sexos;Total Personas;Total Personas;6.339.755
Andalucía;Ambos sexos;Total Personas;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,6
Andalucía;Ambos sexos;Total Personas;Personas que han utilizado Internet en los últimos 3 meses;92,4
Andalucía;Ambos sexos;Total Personas;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;90,9
Andalucía;Ambos sexos;Total Personas;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);84,0
Andalucía;Ambos sexos;Total Personas;Personas que han comprado a través de Internet en los últimos 3 meses;50,3
Andalucía;Ambos sexos;Edad: De 16 a 24 años;Total Personas;814.776
Andalucía;Ambos sexos;Edad: De 16 a 24 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Andalucía;Ambos sexos;Edad: De 16 a 24 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
Andalucía;Ambos sexos;Edad: De 16 a 24 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Andalucía;Ambos sexos;Edad: De 16 a 24 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);99,2
Andalucía;Ambos sexos;Edad: De 16 a 24 años;Personas que han comprado a través de Internet en los últimos 3 meses;68,0
Andalucía;Ambos sexos;Edad: De 25 a 34 años;Total Personas;984.298
Andalucía;Ambos sexos;Edad: De 25 a 34 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Andalucía;Ambos sexos;Edad: De 25 a 34 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
Andalucía;Ambos sexos;Edad: De 25 a 34 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Andalucía;Ambos sexos;Edad: De 25 a 34 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);100,0
Andalucía;Ambos sexos;Edad: De 25 a 34 años;Personas que han comprado a través de Internet en los últimos 3 meses;71,5
Andalucía;Ambos sexos;Edad: De 35 a 44 años;Total Personas;1.292.864
Andalucía;Ambos sexos;Edad: De 35 a 44 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Andalucía;Ambos sexos;Edad: De 35 a 44 años;Personas que han utilizado Internet en los últimos 3 meses;99,3
Andalucía;Ambos sexos;Edad: De 35 a 44 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;98,3
Andalucía;Ambos sexos;Edad: De 35 a 44 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);91,8
Andalucía;Ambos sexos;Edad: De 35 a 44 años;Personas que han comprado a través de Internet en los últimos 3 meses;60,1
Andalucía;Ambos sexos;Edad: De 45 a 54 años;Total Personas;1.345.148
Andalucía;Ambos sexos;Edad: De 45 a 54 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,1
Andalucía;Ambos sexos;Edad: De 45 a 54 años;Personas que han utilizado Internet en los últimos 3 meses;95,5
Andalucía;Ambos sexos;Edad: De 45 a 54 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;94,5
Andalucía;Ambos sexos;Edad: De 45 a 54 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);82,4
Andalucía;Ambos sexos;Edad: De 45 a 54 años;Personas que han comprado a través de Internet en los últimos 3 meses;48,7
Andalucía;Ambos sexos;Edad: De 55 a 64 años;Total Personas;1.127.122
Andalucía;Ambos sexos;Edad: De 55 a 64 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,5
Andalucía;Ambos sexos;Edad: De 55 a 64 años;Personas que han utilizado Internet en los últimos 3 meses;87,2
Andalucía;Ambos sexos;Edad: De 55 a 64 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;84,6
Andalucía;Ambos sexos;Edad: De 55 a 64 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);74,2
Andalucía;Ambos sexos;Edad: De 55 a 64 años;Personas que han comprado a través de Internet en los últimos 3 meses;32,6
Andalucía;Ambos sexos;Edad: De 65 a 74 años;Total Personas;775.547
Andalucía;Ambos sexos;Edad: De 65 a 74 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;91,9
Andalucía;Ambos sexos;Edad: De 65 a 74 años;Personas que han utilizado Internet en los últimos 3 meses;65,1
Andalucía;Ambos sexos;Edad: De 65 a 74 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;60,1
Andalucía;Ambos sexos;Edad: De 65 a 74 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);51,3
